sample-id	absolute-filepath	direction
3674d95cd0d27e1de94ddf4d2ea74541	"/home/metamong/junyub/sub_data/sub_102_upper.fastq.gz"	forward
e2559e04fcd73935a7d7b917904a8a94	"/home/metamong/junyub/sub_data/sub_111_upper.fastq.gz"	forward
3674d95cd0d27e1de94ddf4d2e2d62b5	"/home/metamong/junyub/sub_data/sub_125_upper.fastq.gz"	forward
3674d95cd0d27e1de94ddf4d2ea74f08	"/home/metamong/junyub/sub_data/sub_130_upper.fastq.gz"	forward
