# Constructed from biom file
#OTU ID	3674d95cd0d27e1de94ddf4d2e2d62b5	3674d95cd0d27e1de94ddf4d2ea74541	3674d95cd0d27e1de94ddf4d2ea74f08	e2559e04fcd73935a7d7b917904a8a94
eedefc67bf645bd8843bc582d2ca3cf2	0.0	0.0	0.0	323.0
de732e8a23df73b94468235bf2df6621	0.0	0.0	0.0	15.0
a8fab56f003cf4f79ffeb655b3be8c42	0.0	0.0	0.0	16.0
5e78e770ab5b5e42a9a2bd10b324b1cd	0.0	0.0	0.0	130.0
953af765d6b56c3dacdf2aa96c5a729c	0.0	0.0	0.0	118.0
1bd7c11a796d02830160043ec0edb877	0.0	0.0	0.0	10.0
1771a2f01f8ebdd6991f2eb7f209c280	0.0	0.0	0.0	20.0
103d101d10648d11ab9880f5b4ce9d52	0.0	0.0	0.0	23.0
40b44a83a261fd6da1c9931964e30095	0.0	0.0	0.0	2.0
5b2ad13f19d95dd7faf3de5023125af7	0.0	0.0	0.0	145.0
7442897e2d1aac794ee23e45bdf6b9bc	0.0	0.0	0.0	57.0
619251c5730cb2fd1e6d32e033636808	0.0	0.0	0.0	23.0
15f631ac3385744aa42e87b8399e5dbe	0.0	0.0	0.0	24.0
078988b88e3815e8167d51efb8053780	0.0	0.0	0.0	58.0
81dd3499c90a70a413055abaaf62800a	0.0	0.0	0.0	110.0
18efecfc9752f5cb5049cb63534327ff	0.0	0.0	0.0	8.0
75812c7ea1b20c37ea8181e4265e1a66	0.0	0.0	0.0	230.0
2eb7856b57b1a946f43ce016af4f4795	0.0	0.0	0.0	17.0
53f81b5e8b25cfc057920a0482fb7c71	0.0	0.0	0.0	67.0
b55db2f7b2e2a15f9d515cfe66c52376	0.0	0.0	0.0	19.0
b0116de609c098d150ab510af30ce633	0.0	0.0	0.0	1049.0
e1c028d756f30f64c0d91bf4de1c51a2	0.0	0.0	0.0	50.0
77c656b683ecfa96a92c85872cc904fc	0.0	0.0	0.0	65.0
ac516e7fd8068bd3dbe0e4e6af1f4f31	0.0	0.0	0.0	60.0
291a5eed65e97ccd44a19d7041ed13aa	0.0	0.0	0.0	118.0
f053be2150a4ec9f3df10fdac228951e	0.0	0.0	0.0	29.0
09e97d2075961e9b3ec28c03df3d0dea	0.0	0.0	0.0	15.0
a02e82e712f20f39d07cfa12439b83da	0.0	0.0	0.0	6.0
e9244e7011f35043ade385f6073b1dab	0.0	0.0	0.0	18.0
f3c1454460283b6fabde8e4b0d52be09	0.0	0.0	0.0	23.0
272f8d611066a57fd0411edfcb98e815	0.0	0.0	0.0	10.0
4f3e526d37efc74698e1267a6911b42a	0.0	0.0	0.0	5.0
b8880d19ebcfe4d8c000c493f8855bf3	0.0	0.0	0.0	111.0
43058d3c9ea26963d9a5a1e3a68884a6	0.0	0.0	0.0	46.0
24304f4ad88a48f1c88cd42e8197e2c6	0.0	0.0	0.0	87.0
48fdec217723ff668e1c4a5ff0e1d389	0.0	0.0	0.0	192.0
fa1e79092d494c4534331cea3057fab9	0.0	0.0	0.0	447.0
da36a645801d76c939a9ddc7e7688ab6	0.0	0.0	0.0	3.0
66e450b10c2893a22c55149c05f8ece8	0.0	0.0	0.0	17.0
0859fb1466e47976f7289a5d810720ac	0.0	0.0	0.0	85.0
73c0e5d9f99a3fc3d586e3af126df6b3	0.0	0.0	0.0	94.0
1b5eca53d294a61a95d341c1238dee2f	0.0	0.0	0.0	33.0
ec1d5cc9ce509b2207501b1638096985	0.0	0.0	0.0	136.0
6902c863c282cffb0773b8a43cc1ef85	0.0	0.0	0.0	22.0
e65b4d74018019d89763273b806d342f	0.0	0.0	0.0	12.0
d0a42e1123132b22f2fdecc8c666cc29	0.0	0.0	0.0	295.0
e3a7d85a176f3af518e0e255f013d09e	0.0	0.0	0.0	54.0
038cca7a348e939bec56819edcc1128a	0.0	0.0	0.0	10.0
7f196207d5907be180d31e4f3387afbc	0.0	0.0	0.0	72.0
9e84a8ce3aa5d400923c9f3fdd6fa80b	0.0	0.0	0.0	42.0
aa2a1e0a7e9699c15bb1c762eb65216b	0.0	0.0	0.0	14.0
f257b49b5f80882184e00e8d81d54e5e	0.0	0.0	0.0	25.0
53dae071353630f39086efd107434db5	0.0	0.0	0.0	4.0
aa1084ad1088a56388967f965204b0cf	0.0	0.0	0.0	23.0
602363816fb2a843de85680711d17be8	0.0	0.0	0.0	29.0
cd87be9ee9b3fb92c340e55e961cdb13	0.0	0.0	0.0	11.0
8e8314ec6b92623f7f9c2fe975db56de	0.0	0.0	0.0	16.0
36cf9c56600e3a9ddc05c25edb0ce941	0.0	0.0	0.0	3.0
